제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
폭스바겐그룹코리아 주식회사,A4 45 TFSI qu. Premium,2020-09-22,2020-12-16,2022-02-25,"후방 액슬서스펜션 링크 고정너트 부식으로 인한 내구성 저하 가능성으로 시행한 고정 너트를 교체하는 시정 조치 시, 후방 차축의 휠얼라인먼트(토우 및 캠버)가 변경되었을 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량 자세를 안정된 상태로 유지하는 기능을 함."
폭스바겐그룹코리아 주식회사,A4 40 TFSI Premium,2020-02-11,2020-12-16,2022-02-25,"후방 액슬서스펜션 링크 고정너트 부식으로 인한 내구성 저하 가능성으로 시행한 고정 너트를 교체하는 시정 조치 시, 후방 차축의 휠얼라인먼트(토우 및 캠버)가 변경되었을 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량 자세를 안정된 상태로 유지하는 기능을 함."
폭스바겐그룹코리아 주식회사,A4 40 TFSI,2020-02-12,2020-12-11,2022-02-25,"후방 액슬서스펜션 링크 고정너트 부식으로 인한 내구성 저하 가능성으로 시행한 고정 너트를 교체하는 시정 조치 시, 후방 차축의 휠얼라인먼트(토우 및 캠버)가 변경되었을 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량 자세를 안정된 상태로 유지하는 기능을 함."
폭스바겐그룹코리아 주식회사,A4 40 TDI qu. Premium,2020-02-05,2020-09-15,2022-02-25,"후방 액슬서스펜션 링크 고정너트 부식으로 인한 내구성 저하 가능성으로 시행한 고정 너트를 교체하는 시정 조치 시, 후방 차축의 휠얼라인먼트(토우 및 캠버)가 변경되었을 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량 자세를 안정된 상태로 유지하는 기능을 함."
폭스바겐그룹코리아 주식회사,A4 35 TDI Premium,2020-02-03,2020-09-15,2022-02-25,"후방 액슬서스펜션 링크 고정너트 부식으로 인한 내구성 저하 가능성으로 시행한 고정 너트를 교체하는 시정 조치 시, 후방 차축의 휠얼라인먼트(토우 및 캠버)가 변경되었을 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량 자세를 안정된 상태로 유지하는 기능을 함."
폭스바겐그룹코리아 주식회사,A4 35 TDI,2020-09-01,2020-09-10,2022-02-25,"후방 액슬서스펜션 링크 고정너트 부식으로 인한 내구성 저하 가능성으로 시행한 고정 너트를 교체하는 시정 조치 시, 후방 차축의 휠얼라인먼트(토우 및 캠버)가 변경되었을 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량 자세를 안정된 상태로 유지하는 기능을 함."
폭스바겐그룹코리아 주식회사,S3,2014-09-01,2016-03-03,2022-02-28,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 Sportback e-tron,2015-07-07,2015-09-11,2022-02-28,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 40 TFSI Premium,2018-05-03,2018-05-25,2022-02-28,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 40 TFSI,2018-04-23,2020-05-05,2022-02-28,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 35 TFSI,2014-07-19,2015-02-10,2022-02-28,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
르노코리아자동차 주식회사,XM3,2020-01-15,2021-11-18,2022-02-28,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음."
르노코리아자동차 주식회사,XM3,2019-12-03,2021-11-19,2022-02-28,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음."
메르세데스벤츠코리아(주),Mercedes-AMG EQS 53 4MATIC+,2021-07-14,2021-07-14,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 450 4MATIC,2021-10-25,2021-10-25,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 450+,2021-03-15,2021-10-08,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 350,2021-09-07,2021-09-07,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQE 350,2021-12-10,2021-12-22,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,2021-07-12,2021-10-18,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 580 4MATIC,2021-09-17,2021-10-21,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 500 4MATIC,2021-02-18,2021-10-13,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,2021-06-21,2021-10-19,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 400 d 4MATIC,2021-06-25,2021-11-10,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 350 d,2021-06-25,2021-10-19,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),C 200 4MATIC,2021-03-16,2021-03-16,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),C 300,2021-03-16,2021-03-26,2022-03-01,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
비엠더블유코리아(주),BMW 320i,2020-08-07,2020-08-07,2022-03-04,"차량 제작 과정에서 자동변속기 메카트로닉스의 상, 하부의 체결 나사의 조립 과정에서의 일부 나사의 체결이 누락되었을 가능성을 확인하였습니다."
혼다코리아(주),CBR1000RR-R,2020-06-02,2021-05-12,2022-03-10,"오일 쿨러 호스의 단열조치가 제대로 되지 않아, 배기 매니폴드에서 발생하는 열에 의해 오일 쿨러 호스에 균열이 발생하고, 이로 인해 엔진오일이 누유될 수 있습니다."
(주) 한국모터트레이딩,MT850D,2018-10-12,2019-06-18,2022-03-11,계기판소프트웨어 오류로 인해 계기판 C PU 에서 계 기 판 화 면 으로 데이터 전송 과 정 중 다른 신호와 충돌 이 발생할 수있습니다 . 결과적으로 CPU 는 자기 진단기능에 의해 모든 신호 전송을 중지하여 계기판 화 면 정지될 수 있습니다
기아주식회사,스포티지 (QL/QL PE),2015-08-17,2021-07-09,2022-03-11,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성
기아주식회사,쏘렌토 (UM/UM PE),2014-08-25,2020-02-28,2022-03-11,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성
메르세데스벤츠코리아(주),G 400 d,2019-09-17,2021-08-27,2022-03-11,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),GLC 220 d 4MATIC,2021-10-05,2021-11-25,2022-03-11,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),S 400 d 4MATIC,2020-11-10,2021-11-25,2022-03-11,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),S 350 d,2020-07-15,2021-11-23,2022-03-11,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),E 220 d 4MATIC,2020-07-16,2021-11-25,2022-03-11,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),GLS 400 d 4MATIC,2021-09-16,2021-11-15,2022-03-11,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),GLE 400 d 4MATIC Coupe,2021-07-28,2021-11-19,2022-03-11,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
